system,parameter,parameter_value,algorithm,seed,speedup,communication_overhead,load_balance,mq,algorithm_runtime_s,measurement_type
demo_eight_class,communication_latency,1.0,DTMC-GA,10,2.8235199378201243,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,2.0,DTMC-GA,10,2.710579140307319,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,4.0,DTMC-GA,10,2.4846975452817093,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.04,DTMC-GA,10,2.798672962367307,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.08,DTMC-GA,10,2.8235199378201243,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.16,DTMC-GA,10,2.77382598691449,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.24,DTMC-GA,10,2.724132036008856,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,2.0,DTMC-GA,10,2.752931939374621,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,3.0,DTMC-GA,10,2.8235199378201243,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,4.0,DTMC-GA,10,2.752931939374621,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,5.0,DTMC-GA,10,2.682343940929118,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
